model,manufacturer,gaming_adapt,operating_system,weight,RAM_memory_volume,CPU_speed,processor_generation,memory_type,storage_capacity,hard_drive_type,screen_size,screen_resolution,screen_type,display_refresh_rate,touch_screen,webcam,security_measures,low_price,high_price,average_price,Data_acquisition_date,comp_model_url,computer_entry_date,graphics_card,processor_type,series,wireless_network
  Apple MacBook Pro 13 M2 MNEJ3HBA MNEQ3HBA ,Apple,0,1,1.4,8.0,,,,512 ,1,13.3 ,2560x1600,4,60 ,0,1,1,5889.0,6822.0,6355.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1161800,2022,לא זמין,5,MacBook Pro 13 M2,"WiFi 6, 802.11ax"
  Apple MacBook Air 13 Z15S000T3 Z15W000R6 Z15Y000R4 Z160000R4 ,Apple,0,1,1.24,16.0,,,,256 ,1,13.6 ,2560X1664,1,60 ,0,1,1,5846.0,6366.0,6106.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1168088,2022,לא זמין,5,MacBook Air 13,"WiFi 6, 802.11ax"
  Apple MacBook Pro 16 M1 Z14V000DY Z14Y000DX ,Apple,0,1,2.1,16.0,,,,512 ,1,16.2 ,3456X2234,1,60 ,0,1,1,7350.0,10630.0,8990.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1151724,2022,לא זמין,4,MacBook Pro 16,802.11ax
  Apple MacBook Pro 14 M2 Pro MPHE3HBA MPHH3HBA ,Apple,0,1,1.6,16.0,,,,512 ,1,14.2 ,3024x1964,,120 ,0,1,1,8190.0,9214.0,8702.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1182991,2023,לא זמין,5,MacBook,כולל
  Apple MacBook Pro 14 MKGQ3HBA MKGT3HBA ,Apple,0,1,1.6,16.0,,,,1000 ,1,14.2 ,3024x1964,1,60 ,0,1,1,7899.0,11053.0,9476.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1139020,2022,לא זמין,4,MacBook Pro,כולל
  Apple MacBook Pro 13 M2 Z16S000FK ,Apple,0,1,1.4,16.0,,,,512 ,1,13.3 ,2560x1600,1,60 ,0,1,1,6980.0,7539.0,7259.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1179817,2023,לא זמין,5,MacBook Pro 13 M2,"WiFi 6, 802.11ax"
  Apple MacBook Air 13 Z12400072 Z1270004A Z12A000B3 ,Apple,0,1,1.29,16.0,,,,256 ,1,13.3 ,2560x1600,1,60 ,0,1,1,4483.0,5850.0,5166.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1131434,2021,לא זמין,4,MacBook Air,כולל
  Apple MacBook Pro 16 MK1H3HBA MK1A3HBA ,Apple,0,1,2.1,32.0,,,,1000 ,1,16.2 ,3456X2234,1,60 ,0,1,1,11190.0,14798.0,12994.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1150185,2022,לא זמין,4,MacBook Pro 16,"WiFi 6, 802.11ax"
  Apple MacBook Air 15 M2 MQKX3HBA MQKV3HBA MQKQ3HBA MQKT3HBA ,Apple,0,1,1.51,8.0,,,,512 ,1,15.3 ,2880X1864,4,60 ,0,1,1,6619.0,6977.0,6798.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1197676,2023,10-Core GPU,5,MacBook Air 15 M2,"WiFi 6, 802.11ax"
  Apple MacBook Pro 14 MKGR3HBA MKGP3HBA ,Apple,0,1,1.6,16.0,,,,512 ,1,14 ,3024x1964,,,1,1,1,7600.0,9099.0,8349.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1130750,2021,לא זמין,4,MacBook Pro,"WiFi 6, 802.11ax"
  Apple MacBook Pro 14 M2 Pro MPHF3HBA MPHJ3HBA ,Apple,0,1,1.6,16.0,,,,1000 ,1,14.2 ,3024x1964,,120 ,0,1,1,10232.0,11519.0,10875.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1183002,2023,לא זמין,5,MacBook Pro,כולל
  Apple MacBook Air 13 Z12A000AU Z1270008L Z1240006T ,Apple,0,1,1.29,8.0,,,,256 ,1,13.3 ,2560x1600,2,60 ,0,1,1,3495.0,3499.0,3497.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1191949,2023,7-Core GPU,4,MacBook Air 13,"WiFi 6, 802.11ax"
  Apple MacBook Pro 16 Z14Z000BZ Z14W000BZ ,Apple,0,1,2.1,16.0,,,,1000 ,1,16.2 ,3456X2234,1,60 ,0,1,1,7844.0,9899.0,8871.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1149857,2022,לא זמין,4,MacBook Pro 16,"WiFi 6, 802.11ax"
  Apple MacBook Air 13 Z15S16HB Z15W16HB Z15Y16HB Z16016HB ,Apple,0,1,1.24,16.0,,,,256 ,1,13.6 ,2560X1664,4,60 ,0,1,1,5847.0,6366.0,6106.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1172315,2022,לא זמין,5,MacBook Air 13,כולל
  Apple MacBook Air 13 Z15T16HB Z15X16HB Z15Z16HB Z16116HB ,Apple,0,1,1.24,16.0,,,,512 ,1,13.6 ,2560x1600,4,60 ,0,1,1,6550.0,7730.0,7140.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1172316,2022,לא זמין,5,MacBook Air 13,כולל
  Apple MacBook Pro 16 MK193HBA MK1F3HBA ,Apple,0,1,2.1,16.0,,,,1000 ,1,16.2 ,3456X2234,1,60 ,0,1,1,7890.0,10715.0,9302.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1138077,2022,לא זמין,4,MacBook Pro,"WiFi 6, 802.11ax"
  Apple MacBook Pro 16 M2 Pro MNW93HBA MNWD3HBA ,Apple,0,1,2.1,16.0,,,,1000 ,1,16.2 ,3456X2234,4,60 ,0,1,1,11010.0,12437.0,11723.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1182993,2023,לא זמין,5,MacBook Pro,כולל
  Dell Vostro 3510 V35106002 ,Dell,0,0,1.69,8.0,4.2,11.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1749.0,2928.0,2338.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1141078,2022,Intel UHD Graphics,2,Vostro 3510,כולל
  Dell Vostro 3510 V35106005 ,Dell,0,0,1.69,8.0,4.2,11.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1957.0,2922.0,2439.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1140660,2022,Intel UHD Graphics,2,Vostro 3510,כולל
  Dell Inspiron 15 3511 N35115034 ,Dell,0,0,1.73,16.0,2.4,11.0,4,512 ,1,15.6 ,1920x1080,4,60 ,0,1,0,2220.0,3563.0,2891.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1179807,2023,Intel UHD Graphics,2,Inspiron 15 3511,802.11ac
  Dell Inspiron G15 Gaming G55208423 ,Dell,1,1,2.51,16.0,3.5,12.0,,512 ,1,15.6 ,1920x1080,1,,0,1,0,5627.0,7125.0,6376.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1154507,2022,NVIDIA GeForce RTX 3050 Ti,3,Inspiron G15 Gaming,כולל
  Dell Inspiron N35113003 ,Dell,0,0,1.7,8.0,3.0,11.0,,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1489.0,2558.0,2023.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1178095,2022,Intel Iris Xe Graphics,1,Inspiron,802.11ac
  Dell Vostro 3510 V35106114 ,Dell,0,1,1.69,,4.2,11.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2187.0,3135.0,2661.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1141071,2022,Intel UHD Graphics,2,Vostro 3510,כולל
  Dell Inspiron 3511 N35117111 ,Dell,0,1,1.73,8.0,2.8,11.0,4,512 ,1,15.6 ,לא זמין,1,60 ,0,1,0,3130.0,4374.0,3752.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1129455,2021,Intel UHD Graphics,3,Inspiron 3511,לא זמין
  Dell Vostro 3510 V35106257 ,Dell,0,1,1.69,16.0,2.4,11.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2925.0,3637.0,3281.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1171180,2022,Intel Iris Xe Graphics,2,Vostro 3510,כולל
  Dell Vostro 3420 V34207418 ,Dell,0,1,1.49,16.0,4.7,11.0,4,512 ,1,14 ,1920x1080,1,60 ,0,1,0,3358.0,4545.0,3951.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1177221,2022,Intel Iris Xe Graphics,3,Vostro 3420,802.11ac
  Dell Inspiron 3511 N35115007 ,Dell,0,0,1.73,8.0,2.4,11.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2189.0,3190.0,2689.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1134794,2021,Intel UHD Graphics,2,Inspiron 3511,לא זמין
  Dell Latitude 3520 L35206140 ,Dell,0,1,1.78,8.0,4.2,11.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,3365.0,4374.0,3869.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1132166,2021,Intel Iris Xe Graphics,2,Latitude 3520,כולל
  Dell Vostro 3510 V35103015 ,Dell,0,0,1.69,8.0,3.0,11.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,0,0,1592.0,2319.0,1955.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1143597,2022,Intel UHD Graphics,1,Vostro 3510,כולל
  Dell Vostro 3520 VMRD0914143 ,Dell,0,0,1.69,8.0,3.5,12.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,3317.0,4615.0,3966.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1185531,2023,NVIDIA GeForce MX550,3,Vostro 3520,802.11ac
  Dell Vostro 3420 V34207004 ,Dell,0,0,1.49,16.0,2.8,11.0,4,512 ,1,14 ,1920x1080,1,60 ,0,1,0,3058.0,4326.0,3692.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1177224,2022,Intel Iris Xe Graphics,3,Vostro 3420,802.11ac
  Dell Vostro 3510 V35106138 ,Dell,0,1,1.69,8.0,2.4,11.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2538.0,3390.0,2964.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1140813,2022,לא זמין,2,Vostro 3510,כולל
  Dell Inspiron 16 5620 INRD3314003 ,Dell,0,0,1.87,16.0,4.7,12.0,4,512 ,1,16 ,1920x1200,1,60 ,0,1,1,4173.0,4625.0,4399.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1179809,2023,Intel Iris Xe Graphics,3,Inspiron 16 5620,WiFi 6
  Dell Latitude 5430 L54307227 ,Dell,0,1,1.36,16.0,4.7,12.0,4,512 ,1,14 ,1920x1080,1,60 ,0,1,0,5378.0,7349.0,6363.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1161484,2022,Intel Iris Xe Graphics,3,Latitude 5430,כולל
  Dell Inspiron 15 N35115619 ,Dell,0,1,1.73,16.0,2.4,11.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2789.0,4054.0,3421.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1185103,2023,Intel UHD Graphics,2,Inspiron 15,802.11ac
  Dell Latitude 3420 L34204102 ,Dell,0,1,1.52,8.0,2.4,11.0,4,256 ,1,14 ,1366x768,1,60 ,0,1,0,3376.0,4104.0,3740.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1122207,2021,Intel Iris X Graphics,2,Latitude 3420,כולל
  Dell Inspiron 3511 N35113117 ,Dell,0,1,1.73,8.0,3.0,11.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1848.0,2995.0,2421.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1129645,2021,Intel UHD Graphics,1,Inspiron 3511,לא זמין
  Dell Inspiron 3511 N35118018 ,Dell,0,0,1.73,8.0,2.8,11.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2743.0,4032.0,3387.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1185898,2023,Intel Iris Xe Graphics,3,Inspiron 3511,כולל
  Dell Latitude 7440 L74409212 ,Dell,0,1,1.33,32.0,3.9,13.0,5,1000 ,1,14 ,1920x1080,1,60 ,0,1,0,7865.0,8395.0,8130.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1194287,2023,Intel Iris Xe Graphics,3,Latitude 7440,כולל
  Dell Latitude 5330 L55308022 ,Dell,0,0,1.59,16.0,3.5,12.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,4790.0,7182.0,5986.0,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1189784,2023,Intel Iris Xe Graphics,3,Latitude 5530,כולל
  Dell Latitude 5530 L55306422 ,Dell,0,1,1.59,16.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,4789.0,6954.0,5871.5,18.06.2023,https://www.zap.co.il/compmodels.aspx?modelid=1162338,2022,Intel Iris Xe Graphics,2,Latitude 5530,כולל
  Lenovo V14-ADA 82C6006AIV ,Lenovo,0,0,1.6,4.0,1.2,,4,256 ,1,14 ,1366x768,1,60 ,0,1,0,785.0,1499.0,1142.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1097913,2020,,,,
  Lenovo V14 IGL 82C2006WIV ,Lenovo,0,0,1.6,8.0,1.1,4.0,4,256 ,1,14 ,1920x1080,1,60 ,0,1,0,825.0,1349.0,1087.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1169522,2022,,,,
  Lenovo IdeaPad 3 15IAU7 82RK00CMIV ,Lenovo,0,0,1.63,8.0,3.3,12.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1473.0,1990.0,1731.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171578,2022,,,,
  Lenovo IdeaPad Flex 5 14IAU7 82R7009RIV ,Lenovo,0,1,1.5,16.0,3.3,12.0,4,512 ,1,14 ,1920x1200,2,60 ,1,1,1,3424.0,4039.0,3731.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1166582,2022,,,,
  Lenovo IdeaPad 3 15IAU7 82RK00C9IV ,Lenovo,0,1,1.63,8.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2048.0,2449.0,2248.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171592,2022,,,,
  Lenovo IdeaPad 3 17IAU7 82RL004WIV ,Lenovo,0,1,2.04,16.0,4.7,12.0,4,512 ,1,17.3 ,1920x1080,2,60 ,0,1,0,3699.0,3999.0,3849.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170512,2022,,,,
  Lenovo ThinkPad E15 Gen 4 21E6006UIV ,Lenovo,0,0,1.7,16.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,1,3283.0,3758.0,3520.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1169635,2022,,,,
  Lenovo Yoga Slim 7 Pro 14IAP7 82SV0079IV ,Lenovo,0,1,1.32,16.0,3.4,12.0,5,1000 ,1,14 ,2880X1800,3,90 ,0,1,1,5153.0,7750.0,6451.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1169064,2022,,,,
  Lenovo ThinkPad E14 Gen 4 21E300CAIV ,Lenovo,0,1,1.64,16.0,3.3,12.0,4,512 ,1,14 ,1920x1080,2,60 ,0,1,1,3765.0,4139.0,3952.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164177,2022,,,,
  Lenovo ThinkBook 15 G4 IAP 21DJ0063IV ,Lenovo,0,0,1.7,8.0,3.3,12.0,4,256 ,1,15.6 ,1920x1080,2,60 ,0,1,1,2664.0,3018.0,2841.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1161517,2022,,,,
  Lenovo ThinkPad E15 Gen 4 21E60092IV ,Lenovo,0,1,1.7,8.0,3.3,12.0,4,256 ,1,15.6 ,1920x1080,2,60 ,0,1,1,3275.0,3990.0,3632.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1165459,2022,,,,
  Lenovo ThinkBook 15 G4 IAP 21DJ005TIV ,Lenovo,0,0,1.7,16.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,1,2879.0,3200.0,3039.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167308,2022,,,,
  Lenovo IdeaPad 3 17IAU7 82RL004VIV ,Lenovo,0,0,2.04,16.0,4.7,12.0,4,512 ,1,17.3 ,1920x1080,2,60 ,0,1,1,3417.0,3789.0,3603.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171585,2022,,,,
  Lenovo V15 G4 AMN 82YU0044IV ,Lenovo,0,0,1.65,8.0,2.4,5.0,5,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1042.0,1361.0,1201.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1194008,2023,,,,
  Lenovo IdeaPad 3 15IAU7 82RK00CXIV ,Lenovo,0,1,1.63,8.0,3.3,12.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2309.0,2641.0,2475.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170500,2022,,,,
  Lenovo ThinkPad E14 Gen 4 21E300CCIV ,Lenovo,0,1,1.64,8.0,3.3,12.0,4,256 ,1,14 ,1920x1080,2,60 ,0,1,1,3440.0,3929.0,3684.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167310,2022,,,,
  Lenovo ThinkPad E14 Gen 4 21E300C6IV ,Lenovo,0,1,1.64,16.0,4.7,12.0,4,1000 ,1,14 ,1920x1080,2,60 ,0,1,1,4566.0,5059.0,4812.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164182,2022,,,,
  Lenovo IdeaPad 3 15IAU7 82RK00CVIV ,Lenovo,0,0,1.63,8.0,3.3,12.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1946.0,2379.0,2162.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170503,2022,,,,
  Lenovo IdeaPad 3 15ITL6 82H8039DIV ,Lenovo,0,0,1.65,16.0,2.8,11.0,4,512 ,1,15.6 ,1920x1080,,60 ,0,1,1,2440.0,2797.0,2618.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1183082,2023,,,,
  Lenovo ThinkPad E14 Gen 4 21E300C9IV ,Lenovo,0,1,1.64,16.0,3.3,12.0,4,256 ,1,14 ,1920x1080,2,60 ,0,1,1,3458.0,3999.0,3728.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164176,2022,,,,
  Lenovo IdeaPad 3 15ITL6 82H803D2IV ,Lenovo,0,0,1.65,8.0,3.0,11.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1427.0,1789.0,1608.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1189536,2023,,,,
  Lenovo ThinkBook 16p G2 ACH 20YM002TIV ,Lenovo,0,1,1.99,16.0,3.2,4.0,4,1000 ,1,16 ,2560x1600,2,60 ,0,1,1,5070.0,6226.0,5648.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1145115,2022,,,,
  Lenovo IdeaPad 3 17IAU7 82RL004UIV ,Lenovo,0,1,2.04,16.0,3.3,12.0,4,512 ,1,17.3 ,1920x1080,2,60 ,0,1,0,3178.0,3590.0,3384.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170510,2022,,,,
  Lenovo ThinkBook 14 G4 IAP 21DH006SIV ,Lenovo,0,0,1.4,8.0,3.3,12.0,4,256 ,1,14 ,1920x1080,2,60 ,0,1,1,2779.0,3390.0,3084.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171134,2022,,,,
  Lenovo ThinkBook 14 G4 IAP 21DH006YIV ,Lenovo,0,0,1.4,16.0,3.3,12.0,4,512 ,1,14 ,1920x1080,2,60 ,0,1,1,2964.0,3450.0,3207.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171943,2022,,,,
  Lenovo IdeaPad 3 17IAU7 82RL004QIV ,Lenovo,0,1,2.04,8.0,3.3,12.0,4,256 ,1,17.3 ,1920x1080,2,60 ,0,1,0,2748.0,3252.0,3000.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170505,2022,,,,
  Lenovo Yoga Slim 7 ProX 14IAH7 82TK008SIV ,Lenovo,0,1,1.45,16.0,3.5,12.0,5,1000 ,1,14.5 ,3072x1920,2,120 ,1,1,1,6578.0,7072.0,6825.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170157,2022,,,,
  Lenovo ThinkPad E14 Gen 4 21E300C3IV ,Lenovo,0,0,1.64,16.0,3.3,12.0,4,1000 ,1,14 ,1920x1080,2,60 ,0,1,1,3642.0,4059.0,3850.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171135,2022,,,,
  Lenovo IdeaPad 3 17IAU7 82RL004TIV ,Lenovo,0,0,2.04,16.0,3.3,12.0,4,512 ,1,17.3 ,1920x1080,2,60 ,0,1,0,2806.0,3207.0,3006.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170509,2022,,,,
  Lenovo IdeaPad Flex 5 14IAU7 82R70099IV ,Lenovo,0,1,1.5,8.0,3.3,12.0,4,256 ,1,14 ,1920x1200,2,60 ,1,1,1,2717.0,3215.0,2966.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164190,2022,,,,
  Lenovo IdeaPad 3 15IAU7 82RK00DNIV ,Lenovo,0,1,1.63,16.0,4.7,12.0,4,1000 ,1,15.6 ,1920x1080,1,60 ,0,1,0,3526.0,4340.0,3933.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170511,2022,,,,
  Lenovo Yoga 7 14IAL7 82QE008XIV ,Lenovo,0,1,1.45,16.0,3.3,12.0,5,512 ,1,14 ,2240x1400,2,60 ,1,1,1,4450.0,5739.0,5094.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164057,2022,,,,
  Lenovo ThinkBook 15 G4 IAP 21DJ005UIV ,Lenovo,0,1,1.7,8.0,3.3,12.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,1,2987.0,3550.0,3268.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1166354,2022,,,,
  Lenovo IdeaPad 3 15IAU7 82RK00CBIV ,Lenovo,0,0,1.63,8.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2090.0,2493.0,2291.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171593,2022,,,,
  Lenovo IdeaPad Flex 5 14IAU7 82R7009UIV ,Lenovo,0,1,1.5,16.0,3.3,12.0,4,1000 ,1,14 ,1920x1200,2,60 ,1,1,1,3660.0,4290.0,3975.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1163478,2022,,,,
  Lenovo IdeaPad Yoga 9 14IAP7 82LU0027IV ,Lenovo,0,1,1.4,16.0,4.4,12.0,5,512 ,1,14 ,2880X1800,3,60 ,1,1,1,5683.0,6888.0,6285.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1147025,2022,,,,
  Lenovo IdeaPad Yoga 9 14IAP7 82LU001XIV ,Lenovo,0,1,1.4,16.0,3.4,12.0,5,1000 ,1,14 ,3840x2400,3,60 ,1,1,1,6789.0,7257.0,7023.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1146940,2022,,,,
  Lenovo IdeaPad Flex 5 14IAU7 82R7009KIV ,Lenovo,0,1,1.5,16.0,3.3,12.0,4,512 ,1,14 ,1920x1200,2,60 ,1,1,1,3632.0,4366.0,3999.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1166584,2022,,,,
  Lenovo IdeaPad 3 15IAU7 82RK00CDIV ,Lenovo,0,1,1.63,8.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2487.0,2835.0,2661.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171600,2022,,,,
  Lenovo ThinkPad E14 Gen 4 21E300C5IV ,Lenovo,0,1,1.64,16.0,4.7,12.0,4,512 ,1,14 ,1920x1080,2,60 ,0,1,1,4426.0,4974.0,4700.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164181,2022,,,,
  Lenovo Yoga Slim 7 Carbon 13IAP7 82U9006VIV ,Lenovo,0,1,0.98,16.0,3.4,12.0,5,1000 ,1,13.3 ,2560x1600,2,90 ,1,1,1,5695.0,6300.0,5997.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1166587,2022,,,,
  Lenovo ThinkPad E15 Gen 4 21E60070IV ,Lenovo,0,0,1.7,16.0,4.7,12.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,1,3839.0,4479.0,4159.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1165466,2022,,,,
  Lenovo ThinkPad E14 Gen 4 21E300C4IV ,Lenovo,0,0,1.64,16.0,4.7,12.0,4,1000 ,1,14 ,1920x1080,2,60 ,0,1,1,4148.0,4629.0,4388.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1161519,2022,,,,
  Lenovo IdeaPad Gaming 3 15IAH7 82S900FJIV ,Lenovo,1,1,2.31,16.0,3.3,12.0,4,1000 ,1,15.6 ,1920x1080,2,,0,1,1,3939.0,4717.0,4328.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1183088,2023,,,,
  Lenovo ThinkPad E14 Gen 4 21E30084IV ,Lenovo,0,0,1.64,16.0,3.3,12.0,4,250 ,1,14 ,1920x1080,2,60 ,0,1,1,2948.0,3303.0,3125.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1161882,2022,,,,
  Lenovo ThinkPad E15 Gen 4 21E60093IV ,Lenovo,0,1,1.7,16.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,1,3779.0,4390.0,4084.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1166344,2022,,,,
  Lenovo V14 82C4007VIV ,Lenovo,0,0,1.59,8.0,1.2,10.0,4,256 ,1,14 ,1920x1080,,60 ,0,1,0,1109.0,1999.0,1554.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1066287,2020,,,,
  Lenovo IdeaPad Gaming 3 15IAH7 82S900GSIV ,Lenovo,1,1,2.31,16.0,3.5,12.0,4,1000 ,1,15.6 ,2560x1440,1,165 ,0,1,0,5739.0,6338.0,6038.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1168458,2022,,,,
  Lenovo ThinkPad X1 Carbon Gen 10 21CB001GIV ,Lenovo,0,1,1.12,16.0,3.4,12.0,5,512 ,1,14 ,1920x1200,2,60 ,0,1,1,7977.0,9089.0,8533.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1166907,2022,,,,
