model,manufacturer,gaming_adapt,operating_system,weight,RAM_memory_volume,CPU_speed,processor_model,processor_generation,memory_type,storage_capacity,hard_drive_type,optical_drive,screen_size,screen_resolution,screen_type,display_refresh_rate,touch_screen,webcam,security_measures,cellular_modem,low_price,high_price,average_price,Data_acquisition_date,comp_model_url,computer_entry_date,graphics_card,processor_type,series,wireless_network
  Asus ZenBook 14 UX3402ZA-KM079W ,Asus,לא רלוונטי,Windows 11 Pro,"1.39 ק""ג",8 GB,3.3Ghz,1240P,דור 12,DDR5,512 GB,SSD,לא כולל,14 אינטש,2880X1800,OLED,90 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,3941,4620,4280.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1155947,2022,,,,
  Asus Vivobook S15 OLED K5504VN-MA139W ,Asus,לא רלוונטי,ללא,"1.7 ק""ג",16 GB,4.1Ghz,13900H,דור 13,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,2880x1620,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,5552,6366,5959.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192566,2022,,,,
  Asus Vivobook S 14 Flip OLED TP3402VA-KN058W ,Asus,לא רלוונטי,ללא,"1.5 ק""ג",16 GB,3.7Ghz,13700H,דור 13,לא זמין,1000 GB,SSD,לא כולל,14 אינטש,2880X1800,LCD,60 Hz,כולל,כולל,לא כולל,לא כולל,4758,5990,5374.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193764,2022,,,,
  Asus VivoBook 17 X1704VA-AU054 ,Asus,לא רלוונטי,Windows 11 Pro,"2.10 ק""ג",16 GB,3.7Ghz,1355U,דור 13,DDR4,1000 GB,SSD,לא כולל,17.3 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3473,4080,3776.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192679,2023,,,,
  Asus ZenBook Flip 14 UP5401EA-KN017 ,Asus,לא רלוונטי,ללא,"1.4 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,1000 GB,SSD,לא כולל,14 אינטש,2880X1800,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,4378,5819,5098.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1141895,2022,,,,
  Asus Zenbook 14X OLED UX5400ZB-L7047W ,Asus,לא רלוונטי,Windows 11 Pro,"1.4 ק""ג",16 GB,3.4Ghz,1260P,דור 12,DDR5,1000 GB,SSD,לא כולל,14 אינטש,2880X1800,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,5500,6490,5995.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1160045,2022,,,,
  Asus VivoBook 17 X1704VA-AU053W ,Asus,לא רלוונטי,ללא,"2.10 ק""ג",16 GB,3.7Ghz,1355U,דור 13,DDR4,1000 GB,SSD,לא כולל,17.3 אינטש,1920x1080,IPS,לא זמין,ללא,כולל,לא כולל,לא כולל,3991,4799,4395.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192502,2022,,,,
  Asus VivoBook 14 X1404ZA-NK113 ,Asus,לא רלוונטי,ללא,"1.4 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2136,2475,2305.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1186821,2022,,,,
  Asus ROG Strix G15 G513RM-HQ294W ,Asus,גיימינג,ללא,"2.3 ק""ג",32 GB,4.7Ghz,6800H,דור 5,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,7750,10397,9073.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1157123,2022,,,,
  Asus ExpertBook B7 Flip B7402FEA-L90728X ,Asus,לא רלוונטי,Windows 11 Home,"1.44 ק""ג",32 GB,2.9Ghz,1195G7,דור 11,DDR4,1000 GB,SSD,לא כולל,14 אינטש,2560x1600,LCD,60 Hz,כולל,כולל,"מצלמת IR, קורא טביעות אצבע",לא כולל,7991,10074,9032.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1150390,2023,,,,
  Asus ROG Strix G17 G713RW-KH146W ,Asus,גיימינג,Windows 11 Pro,"1.29 ק""ג",16 GB,4.9Ghz,6900HX,דור 5,DDR5,1000 GB,SSD,לא כולל,17.3 אינטש,1920x1080,IPS,לא זמין,ללא,כולל,לא כולל,לא כולל,7799,10890,9344.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1161917,2022,,,,
  Asus VivoBook 15 X1504ZA-NJ202 ,Asus,לא רלוונטי,Windows 11 Pro,"1.7 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,1792,2043,1917.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192661,2022,,,,
  Asus Vivobook S15 OLED K5504VA-MA216W ,Asus,לא רלוונטי,ללא,"1.7 ק""ג",16 GB,3.5Ghz,13500H,דור 13,DDR5,512 GB,SSD,לא כולל,15.6 אינטש,2880x1620,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4152,4721,4436.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192562,2022,,,,
  Asus ZenBook 14X UX5401EA-KN144W ,Asus,לא רלוונטי,ללא,"1.4 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,1000 GB,SSD,לא כולל,14 אינטש,2880X1800,לא זמין,60 Hz,כולל,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,4285,5726,5005.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1137490,2022,,,,
  Asus Vivobook 15 X1504ZA-NJ200W ,Asus,לא רלוונטי,Windows 11 Pro,"1.7 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2143,2356,2249.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192669,2022,,,,
  Asus VivoBook 15 X1504ZA-NJ211 ,Asus,לא רלוונטי,ללא,"1.7 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,2078,2352,2215.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192668,2023,,,,
  Asus Zenbook 14X OLED UM5401QA-L7069W ,Asus,לא רלוונטי,Windows 11 Pro,"1.4 ק""ג",16 GB,3.2Ghz,5800H,דור 4,DDR4,1000 GB,SSD,לא כולל,14 אינטש,2880X1800,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4995,5623,5309.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1157119,2022,,,,
  Asus VivoBook 15 X1504ZA-NJ104W ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2198,2558,2378.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192835,2022,,,,
  Asus TUF Gaming F15 FX517ZM-HN157 ,Asus,גיימינג,ללא,"2 ק""ג",32 GB,4.7Ghz,12650H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,לא זמין,ללא,כולל,לא כולל,לא כולל,4659,5690,5174.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1188454,2022,,,,
  Asus VivoBook 15 X1504ZA-NJ209 ,Asus,לא רלוונטי,ללא,"1.7 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,1575,2026,1800.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192834,2022,,,,
  Asus VivoBook 15 X1504VA-BQ059W ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2793,3229,3011.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193044,2022,,,,
  Asus VIvoBook Pro 15 OLED K6500ZE-L1032W ,Asus,לא רלוונטי,Windows 11 Home,"1.8 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,5700,6731,6215.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1170735,2023,,,,
  Asus ROG Strix G17 G713RM-KH176W ,Asus,גיימינג,ללא,"2.9 ק""ג",32 GB,4.7Ghz,6800H,דור 5,DDR5,1000 GB,SSD,לא כולל,17.3 אינטש,1920x1080,IPS,לא זמין,ללא,כולל,לא כולל,לא כולל,7609,9890,8749.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1156306,2022,,,,
  Asus ZenBook Pro 15 OLED UM535QE-KY252W ,Asus,לא רלוונטי,ללא,"2 ק""ג",16 GB,3.2Ghz,5800H,דור 4,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,1 מגה פיקסל,מצלמת IR,לא כולל,5459,6850,6154.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1167588,2022,,,,
  Asus TUF Gaming F15 FX507VU4-LP004 ,Asus,גיימינג,Windows 11 Home,"2.2 ק""ג",16 GB,3.7Ghz,13700H,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,לא זמין,ללא,כולל,לא כולל,לא כולל,5686,6520,6103.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191517,2022,,,,
  Asus TUF Dash F15 FX517ZC-HN111W ,Asus,גיימינג,Windows 11 Home,"2.0 ק""ג",16 GB,3.5Ghz,12650H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,לא זמין,LCD,לא זמין,ללא,כולל,לא כולל,לא כולל,3970,4890,4430.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1176015,2022,,,,
  Asus ExpertBook B1 B1500CEAE-BQ2968X ,Asus,לא רלוונטי,Windows 11 Home,"1.73 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,2575,3899,3237.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149024,2022,,,,
  Asus VivoBook 15 X1504ZA-NJ207 ,Asus,לא רלוונטי,Windows 11 Pro,"1.7 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,2529,2825,2677.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192836,2023,,,,
  Asus VIvoBook Pro 15 K6500ZH-HN040W ,Asus,לא רלוונטי,ללא,"1.8 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4840,6100,5470.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1170732,2022,,,,
  Asus Vivobook S 14 Flip OLED TP3402VA-KN057 ,Asus,לא רלוונטי,Windows 11 Home,"1.5 ק""ג",8 GB,3.7Ghz,13700H,דור 13,DDR4,1000 GB,SSD,לא כולל,14 אינטש,2880X1800,IPS,90 Hz,כולל,כולל,לא כולל,לא כולל,4249,5990,5119.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193875,2022,,,,
  Asus VIvoBook Pro 15 OLED K6500ZE-L1010W ,Asus,לא רלוונטי,Windows 11 Home,"1.8 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,OLED,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,5686,6932,6309.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1170736,2022,,,,
  Asus VivoBook 14 X1404ZA-NK089W ,Asus,לא רלוונטי,Windows 11 Pro,"1.4 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,OLED,60 Hz,ללא,כולל,לא כולל,לא כולל,2825,2999,2912.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1186334,2022,,,,
  Asus Zenbook S13 OLED UX5304VA-NQ016W ,Asus,לא רלוונטי,Windows 11 Pro,"1 ק""ג",16 GB,3.4Ghz,1335U,דור 13,DDR5,512 GB,SSD,לא כולל,13.3 אינטש,2880X1800,IPS,לא זמין,ללא,כולל,מצלמת IR,לא כולל,5234,6195,5714.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192564,2022,,,,
  Asus Zenbook 14X OLED UX3404VC-M9027W ,Asus,לא רלוונטי,ללא,"1.56 ק""ג",16 GB,3.7Ghz,13700H,דור 13,DDR5,1000 GB,SSD,לא כולל,14.5 אינטש,2880X1800,LED,60 Hz,ללא,1 מגה פיקסל,מצלמת IR,לא כולל,7280,8187,7733.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1187682,2023,,,,
  Asus VivoBook 15 X1504VA-BQ003 ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",16 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,2590,2944,2767.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191537,2022,,,,
  Asus VivoBook 15 X1504VA-BQ142 ,Asus,לא רלוונטי,Windows 11 Pro,"1.7 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2468,2777,2622.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191536,2022,,,,
  Asus VivoBook Pro 16 OLED K6602HC-KV052W ,Asus,לא רלוונטי,Windows 11 Home,"1.9 ק""ג",16 GB,2.5Ghz,11900H,דור 11,DDR4,512 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,60 Hz,ללא,כולל,כולל,לא כולל,4848,5700,5274.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1167590,2022,,,,
  Asus ZenBook 14 UX435EAL-KC162W ,Asus,לא רלוונטי,ללא,"0.98 ק""ג",16 GB,4.7Ghz,1165G7,דור 11,DDR4,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,כולל,לא כולל,4275,5289,4782.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1147567,2022,,,,
  Asus ZenBook Pro 15 OLED UM535QE-KY239X ,Asus,לא רלוונטי,ללא,"2.0 ק""ג",16 GB,3.3Ghz,5900HX,דור 4,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,כולל,כולל,לא כולל,6393,7290,6841.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1167331,2022,,,,
  Asus Vivobook 15 X1504VA-BQ132W ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",16 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,1 מגה פיקסל,לא כולל,3071,3462,3266.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193083,2023,,,,
  Asus Vivobook K3704VA-AU028W ,Asus,לא רלוונטי,ללא,"2.10 ק""ג",16 GB,4.1Ghz,13900H,דור 13,DDR4,1000 GB,SSD,לא כולל,17.3 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,1 מגה פיקסל,לא כולל,4572,4980,4776.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1194003,2022,,,,
  Asus Vivobook 15 X1504VA-BQ138W ,Asus,לא רלוונטי,Windows 11 Pro,"1.7 ק""ג",16 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,1 מגה פיקסל,לא כולל,3584,4054,3819.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193087,2022,,,,
  Asus ExpertBook B5 B5402FEA-HY0186X ,Asus,לא רלוונטי,ללא,"1.38 ק""ג",16 GB,2.5Ghz,1155G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,לא זמין,60 Hz,כולל,כולל,כולל,לא כולל,4483,5629,5056.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1152346,2022,,,,
  Asus ExpertBook B1 B1500CEPE-EJ0949R ,Asus,לא רלוונטי,Windows 11 Home,"1.73 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3389,3899,3644.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1137335,2022,,,,
  Asus Vivobook 14 X1404VA-EB131 ,Asus,לא רלוונטי,Windows 11 Pro,"1.4 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2575,2981,2778.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1194722,2022,,,,
  Asus ExpertBook B1 B1500CEAE-BQ3146X ,Asus,לא רלוונטי,Windows 11 Home,"1.73 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,3488,3975,3731.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149651,2023,,,,
  Asus Zenbook 14X OLED UX5400EA-L7150W ,Asus,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",לא זמין,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,2880X1800,OLED,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,3800,5022,4411.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1160043,2022,,,,
  Asus Vivobook S 14 Flip TP3402VA-KN050 ,Asus,לא רלוונטי,ללא,"1.5 ק""ג",8 GB,3.5Ghz,13500H,דור 13,DDR4,512 GB,SSD,לא כולל,14 אינטש,2880X1800,IPS,60 Hz,כולל,כולל,לא כולל,לא כולל,3529,3988,3758.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191513,2022,,,,
  Asus Zenbook Pro 15 OLED UM535QA-KY306W ,Asus,לא רלוונטי,ללא,"2 ק""ג",16 GB,3.2Ghz,5800H,דור 4,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,כולל,כולל,מצלמת IR,לא כולל,4745,5700,5222.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1184013,2022,,,,
  Asus ExpertBook B1 B1500CEPE-EJ1113X ,Asus,לא רלוונטי,Windows 11 Pro,"1.73 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR3,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,OLED,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,3846,4150,3998.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149653,2022,,,,
  Asus Vivobook 15 X1504VA-BQ133W ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2748,3229,2988.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193082,2022,,,,
  Asus TUF Gaming F15 FX507ZU4-LP056 ,Asus,גיימינג,Windows 11 Home,"2.2 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,לא זמין,ללא,כולל,לא כולל,לא כולל,4769,5642,5205.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191539,2023,,,,
  Asus ExpertBook B5 B5402CEA-KI0256X ,Asus,לא רלוונטי,Windows 11 Home,"1.25 ק""ג",16 GB,2.5Ghz,1155G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,3948,4892,4420.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1152349,2022,,,,
  Asus ExpertBook B1 B1500CEAE-BQ2613X ,Asus,לא רלוונטי,Windows 11 Home,"1.73 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3760,4674,4217.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149654,2022,,,,
  Asus VivoBook 15 X1504ZA-NJ199W ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2189,2536,2362.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192561,2022,,,,
  Asus TP470EZ-EC101W ,Asus,לא רלוונטי,Windows 11 Home,"1.5 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,כולל,לא כולל,לא כולל,2509,3619,3064.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1145289,2022,,,,
  Asus TUF Gaming F15 FX507ZV4-HQ050 ,Asus,גיימינג,Windows 11 Pro,"2.2 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,IPS,לא זמין,ללא,כולל,לא כולל,לא כולל,5483,6490,5986.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1188740,2022,,,,
  Asus Vivobook 15X OLED K3504VA-MA107 ,Asus,לא רלוונטי,Windows 11 Pro,"1.6 ק""ג",8 GB,3.7Ghz,1360P,דור 13,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,2880x1620,IPS,120 Hz,ללא,כולל,לא כולל,לא כולל,3690,4012,3851.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1195150,2023,,,,
  Asus VivoBook S14 K3402ZA-KM335W ,Asus,לא רלוונטי,ללא,"1.5 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR4,1000 GB,SSD,לא כולל,14 אינטש,2880X1800,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4600,5150,4875.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1173679,2022,,,,
  Asus Vivobook S15 OLED K5504VA-MA219W ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",16 GB,4.1Ghz,13900H,דור 13,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,2880x1620,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,5089,5726,5407.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192684,2022,,,,
  Asus Vivobook 15 X1504VA-BQ005 ,Asus,לא רלוונטי,Windows 11 Pro,"1.7 ק""ג",16 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2688,2989,2838.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193081,2022,,,,
  Asus VivoBook 14 X1404ZA-NK115 ,Asus,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,OLED,60 Hz,ללא,כולל,לא כולל,לא כולל,1699,1878,1788.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1186817,2022,,,,
  Asus Vivobook 15 X1504VA-BQ006 ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",8 GB,3.3Ghz,1315U,דור 13,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2078,2290,2184.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191535,2022,,,,
  Asus TUF Gaming F15 FX507VU4-LP076W ,Asus,גיימינג,Windows 11 Home,"2.2 ק""ג",32 GB,4.1Ghz,13900H,דור 13,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,לא זמין,ללא,1 מגה פיקסל,לא כולל,לא כולל,6881,7893,7387.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192567,2023,,,,
  Asus ExpertBook B1 B1500CEAE-BQ3109X ,Asus,לא רלוונטי,Windows 11 Pro,"1.73 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,3584,4499,4041.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149035,2022,,,,
  Asus ExpertBook B1 B1500CEAE-BQ2570R ,Asus,לא רלוונטי,Windows 11 Home,"1.73 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,3311,3590,3450.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1137772,2022,,,,
  Asus VivoBook 15 X1504VA-BQ126W ,Asus,לא רלוונטי,Windows 11 Pro,"1.7 ק""ג",8 GB,3.3Ghz,1315U,דור 13,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2331,2729,2530.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193041,2022,,,,
  Asus VivoBook 15 X1504VA-BQ079W ,Asus,לא רלוונטי,Windows 11 Pro,"1.7 ק""ג",8 GB,3.3Ghz,1315U,דור 13,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2445,2729,2587.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193076,2022,,,,
